Test ID,Timestamp,Environment,Keyword,Status,Pass Percentage (%),Matched/Total,Status Color,Response Time (ms),HTTP Status Code,Error Message,Test Duration (s)
TST_239,2025-11-06T03:50:03.143Z,prod-api,beer kegerator (Beer Coolers Kegerator),FAIL,4000.00%,4/10,#FFCDD2,911,200,"Matched 4 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""U-Line 24"" Keg Refrigerator With Stainless Solid Finish,  Chrome Plated Wire Shelves, Interior Stainless Steel Liner, 5.5 Cu. Ft. Capacity EnergyStar® and Star-K Certified""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24-in Built-in Dispenser with Twin Wine & Beverage Tap with Door Style - Panel Ready, Dispenser Type - Twin Wine""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24-in Built-in Dispenser with Single Wine & Beverage Tap with Door Style - Panel Ready, Dispenser Type - Single Wine""}",0.94
TST_240,2025-11-06T03:50:09.536Z,prod-api,built-in or freestanding single kegerator (Beer Coolers Kegerator),FAIL,1000.00%,1/10,#FFCDD2,1000,200,"Matched 1 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""LG 36"" Counter-Depth MAX(TM) 3-Door French Door Refrigerator with Thin Door Design, Zero Clearance(TM) - Stainless Steel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}",1.04
TST_241,2025-11-06T03:50:16.934Z,prod-api,freestanding single kegerator (Beer Coolers Kegerator),FAIL,1000.00%,1/10,#FFCDD2,2392,200,"Matched 1 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",2.44
TST_242,2025-11-06T03:50:23.036Z,prod-api,home kegerator (Beer Coolers Kegerator),FAIL,4000.00%,4/10,#FFCDD2,978,200,"Matched 4 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""U-Line 24"" Keg Refrigerator With Stainless Solid Finish,  Chrome Plated Wire Shelves, Interior Stainless Steel Liner, 5.5 Cu. Ft. Capacity EnergyStar® and Star-K Certified""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24-in Built-in Dispenser with Twin Wine & Beverage Tap with Door Style - Panel Ready, Dispenser Type - Twin Wine""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24-in Built-in Dispenser with Single Wine & Beverage Tap with Door Style - Panel Ready, Dispenser Type - Single Wine""}",1.02
TST_243,2025-11-06T03:50:29.022Z,prod-api,quarter kegerator (Beer Coolers Kegerator),PASS,10000.00%,10/10,#C8E6C9,1080,200,,1.11
TST_244,2025-11-06T03:50:32.813Z,prod-api,1 6 kegerator (Beer Coolers Kegerator),FAIL,3000.00%,3/10,#FFCDD2,1191,200,"Matched 3 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""LG Appliances 25 cu.ft. 3 Door French Door, 33 Standard Depth with Ice & Water Dispenser: Printproof Stainless Steel - LF25H6330S""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Refrigerators"", productName: ""LG 21 cu. ft., 3-Door French Door, Counter-Depth MAX(TM) Refrigerator with Ice Maker""}",1.21
TST_245,2025-11-06T03:50:39.485Z,prod-api,5 gallon kegerator (Beer Coolers Kegerator),PASS,10000.00%,10/10,#C8E6C9,1161,200,,1.19
TST_246,2025-11-06T03:50:43.284Z,prod-api,budweiser kegerator (Beer Coolers Kegerator),PASS,10000.00%,10/10,#C8E6C9,1161,200,,1.19
TST_247,2025-11-06T03:50:47.221Z,prod-api,cold brew kegerator (Beer Coolers Kegerator),FAIL,8000.00%,8/10,#FFCDD2,1300,200,"Matched 8 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Zephyr 36 Inch Mesa Wall Mount Range Hood with Invisible Touch Controls, Tri-Level LED Lighting - Satin Gold""}, {categoryName: ""Cooking"", productName: ""Zephyr 48"" Designer Collection Mesa Wall Mount Hood - Requires Blower - Satin Gold""}",1.32
TST_248,2025-11-06T03:50:54.417Z,prod-api,dual tap kegerator (Beer Coolers Kegerator),FAIL,5000.00%,5/10,#FFCDD2,1967,200,"Matched 5 of 10 item(s). Sample mismatches: {categoryName: ""Washers & Dryers"", productName: ""LG 7.3 cu. ft. Vented Smart Electric Dryer with EasyLoad Door, TurboSteam and Sensor Dry Technology""}, {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Washers & Dryers"", productName: ""Speed Queen TR5 26"" Ultra-Quiet Top Load Washer with 3.2 cu. Ft. Capacity and Speed Queen Perfect Wash""}",2
TST_249,2025-11-06T03:51:01.403Z,prod-api,commercial kegerator (Beer Coolers Kegerator),FAIL,8000.00%,8/10,#FFCDD2,1243,200,"Matched 8 of 10 item(s). Sample mismatches: {categoryName: ""Washers & Dryers"", productName: ""Miele 24 Inch Front Load Washer with 2.58 cu ft Capacity, Wi-Fi Connected, CapDosing, M Touch Flex Controls, Honeycomb Drum, Eco Speed Patented Wash Rhythm - Lotus White""}, {categoryName: ""Washers & Dryers"", productName: ""Speed Queen 3.2 cu. ft. Top Load Washer with Manual Homestyle Control, Stainless Steel Tub - White""}",1.28
TST_250,2025-11-06T03:51:07.845Z,prod-api,half barrel kegerator (Beer Coolers Kegerator),FAIL,6000.00%,6/10,#FFCDD2,932,200,"Matched 6 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Marvel 24-in Built-in Dispenser with Twin Wine & Beverage Tap with Door Style - Panel Ready, Dispenser Type - Twin Wine""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24-in Built-in Dispenser with Single Wine & Beverage Tap with Door Style - Panel Ready, Dispenser Type - Single Wine""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24-in Built-in Dispenser with Twin Wine & Beverage Tap with Door Style - Stainless Steel, Dispenser Type - Twin Wine""}",0.96
TST_251,2025-11-06T03:51:15.329Z,prod-api,beverage center (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1593,200,,1.63
TST_252,2025-11-06T03:51:18.958Z,prod-api,beverage center fridge (Beverage Center),FAIL,3000.00%,3/10,#FFCDD2,984,200,"Matched 3 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Marvel 15'' Built-In Wine Refrigerator With 23 Bottle Capacity and Smooth-Glide Shelf""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24"" Built-In All Refrigerator with Glass Reversible Door and Brightshield - Panel Ready Frame Glass""}, {categoryName: ""Refrigerators"", productName: ""Marvel 24-In Undercounter Refrigerator with Solid Reversible Door and Brightshield - Stainless Steel""}",1
TST_253,2025-11-06T03:51:25.864Z,prod-api,samsung beverage center (Beverage Center),REVIEW,N/A,0/0,#FFE0B2,1145,200,No results returned; requires manual review.,1.17
TST_254,2025-11-06T03:51:29.373Z,prod-api,zephyr beverage center (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,805,200,,0.82
TST_255,2025-11-06T03:51:32.745Z,prod-api,frigidaire beverage center (Beverage Center),REVIEW,N/A,0/0,#FFE0B2,748,200,No results returned; requires manual review.,0.76
TST_256,2025-11-06T03:51:36.202Z,prod-api,sub zero beverage center (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,968,200,,0.98
TST_257,2025-11-06T03:51:39.826Z,prod-api,beverage center cabinet (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,819,200,,0.83
TST_258,2025-11-06T03:51:43.708Z,prod-api,cafe beverage center (Beverage Center),PASS,10000.00%,4/4,#C8E6C9,1335,200,,1.35
TST_259,2025-11-06T03:51:46.816Z,prod-api,beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,850,200,,0.87
TST_260,2025-11-06T03:51:50.462Z,prod-api,beverage refrigerators (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,973,200,,0.99
TST_261,2025-11-06T03:51:54.102Z,prod-api,mini beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,987,200,,0.99
TST_262,2025-11-06T03:51:57.360Z,prod-api,beverage mini refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,762,200,,0.78
TST_263,2025-11-06T03:52:00.692Z,prod-api,beverage refrigerator undercounter (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,710,200,,0.72
TST_264,2025-11-06T03:52:03.683Z,prod-api,small beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,934,200,,0.94
TST_265,2025-11-06T03:52:06.785Z,prod-api,wine and beverage refrigerator (Beverage Center),PASS,10000.00%,2/2,#C8E6C9,649,200,,0.66
TST_266,2025-11-06T03:52:11.006Z,prod-api,outdoor beverage refrigerator (Beverage Center),PASS,10000.00%,1/1,#C8E6C9,1389,200,,1.4
TST_267,2025-11-06T03:52:15.169Z,prod-api,under cabinet beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,970,200,,0.99
TST_268,2025-11-06T03:52:19.348Z,prod-api,undercounter beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1367,200,,1.38
TST_269,2025-11-06T03:52:22.839Z,prod-api,beverage refrigerator cabinet (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,650,200,,0.67
TST_270,2025-11-06T03:52:26.714Z,prod-api,under counter beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1217,200,,1.23
TST_271,2025-11-06T03:52:30.847Z,prod-api,commercial beverage refrigerator (Beverage Center),PASS,10000.00%,1/1,#C8E6C9,850,200,,0.86
TST_272,2025-11-06T03:52:34.771Z,prod-api,beverage refrigerator cooler (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,639,200,,0.65
TST_273,2025-11-06T03:52:39.625Z,prod-api,built in beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1402,200,,1.42
TST_274,2025-11-06T03:52:44.241Z,prod-api,frigidaire beverage refrigerator (Beverage Center),PASS,10000.00%,5/5,#C8E6C9,1180,200,,1.2
TST_275,2025-11-06T03:52:48.329Z,prod-api,ge beverage refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,642,200,,0.66
TST_276,2025-11-06T03:52:52.199Z,prod-api,beverage fridge (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,635,200,,0.65
TST_277,2025-11-06T03:52:56.845Z,prod-api,mini beverage fridge (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1013,200,,1.03
TST_278,2025-11-06T03:53:01.618Z,prod-api,under counter beverage fridge (Beverage Center),FAIL,9000.00%,9/10,#FFCDD2,1190,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}",1.2
TST_279,2025-11-06T03:53:07.966Z,prod-api,small beverage fridge (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,935,200,,0.95
TST_280,2025-11-06T03:53:11.251Z,prod-api,32 inch high beverage fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,705,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",0.73
TST_281,2025-11-06T03:53:17.600Z,prod-api,under cabinet beverage fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,930,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",0.96
TST_282,2025-11-06T03:53:24.421Z,prod-api,beverage cooler fridge (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1228,200,,1.26
TST_283,2025-11-06T03:53:28.372Z,prod-api,beverage fridge cabinet (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,984,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",1.01
TST_284,2025-11-06T03:53:35.539Z,prod-api,beverage fridge undercounter (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,1267,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",1.3
TST_285,2025-11-06T03:53:42.966Z,prod-api,beverage fridge with glass door (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1317,200,,1.36
TST_286,2025-11-06T03:53:46.591Z,prod-api,undercounter beverage fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,666,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",0.69
TST_287,2025-11-06T03:53:52.839Z,prod-api,drink refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,875,200,,0.91
TST_288,2025-11-06T03:53:56.853Z,prod-api,mini drink refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,1092,200,,1.11
TST_289,2025-11-06T03:54:00.541Z,prod-api,soda refrigerator (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,597,200,,0.61
TST_290,2025-11-06T03:54:04.262Z,prod-api,refrigerator for sodas (Beverage Center),PASS,10000.00%,10/10,#C8E6C9,605,200,,0.63
TST_291,2025-11-06T03:54:08.048Z,prod-api,drink fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,1099,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",1.13
TST_292,2025-11-06T03:54:14.195Z,prod-api,mini drink fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,879,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",0.91
TST_293,2025-11-06T03:54:20.525Z,prod-api,drinks fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,871,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",0.9
TST_294,2025-11-06T03:54:27.881Z,prod-api,small drinks fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,1235,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""LG 29 cu. ft. Standard-Depth MAX French Door Refrigerator with Dual Ice Maker, Linear Cooling(TM), SmartDiagnosis(TM), 6 Door Bins - Stainless Steel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bar Handle Refrigerator with Ice and Water""}",1.27
TST_295,2025-11-06T03:54:34.722Z,prod-api,coke drinks fridge (Beverage Center),REVIEW,N/A,0/0,#FFE0B2,881,200,No results returned; requires manual review.,0.91
TST_296,2025-11-06T03:54:38.892Z,prod-api,commercial drink fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,1140,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",1.17
TST_297,2025-11-06T03:54:44.777Z,prod-api,drink fridge cabinet (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,1030,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",1.06
TST_298,2025-11-06T03:54:51.373Z,prod-api,soda fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,1246,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",1.28
TST_299,2025-11-06T03:54:57.803Z,prod-api,mini soda fridge (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,895,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",0.93
TST_300,2025-11-06T03:55:04.465Z,prod-api,fridge for sodas (Beverage Center),FAIL,0.00%,0/10,#FFCDD2,857,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Refrigerators"", productName: ""Bosch 36"" 21 cu ft Smart Counter Depth French Door Bottom Freezer Refrigerator with Ice & Water""}, {categoryName: ""Refrigerators"", productName: ""Bosch 800 Series French Door Bottom Mount Refrigerator 36"" Stainless steel with anti-fingerprint, Ice Maker, Touch Control Panel""}, {categoryName: ""Refrigerators"", productName: ""Bosch 20.8 cu ft Smart Counter Depth French Door Refrigerator with Internal Water Dispenser & Ice""}",0.89
TST_301,2025-11-06T03:55:10.563Z,prod-api,smart refrigerator (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,857,200,,0.89
TST_302,2025-11-06T03:55:14.165Z,prod-api,samsung smart refrigerator (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,590,200,,0.62
TST_303,2025-11-06T03:55:17.775Z,prod-api,samsung refrigerator smart (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,800,200,,0.82
TST_304,2025-11-06T03:55:21.133Z,prod-api,smart refrigerators (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,602,200,,0.62
TST_305,2025-11-06T03:55:24.742Z,prod-api,smart refrigerator lg (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,1197,200,,1.22
TST_306,2025-11-06T03:55:28.656Z,prod-api,smart refrigerator samsung (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,772,200,,0.78
TST_307,2025-11-06T03:55:32.450Z,prod-api,lg smart inverter refrigerator (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,996,200,,1.01
TST_308,2025-11-06T03:55:35.831Z,prod-api,lg smart refrigerator (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,551,200,,0.56
TST_309,2025-11-06T03:55:39.440Z,prod-api,lg smart diagnosis refrigerator (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,585,200,,0.6
TST_310,2025-11-06T03:55:43.086Z,prod-api,smart lg refrigerator (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,558,200,,0.57
TST_311,2025-11-06T03:55:47.178Z,prod-api,smart refrigerator with screen (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,866,200,,0.88
TST_312,2025-11-06T03:55:52.288Z,prod-api,smart refrigerator with touchscreen (Smart Refrigerator),PASS,10000.00%,1/1,#C8E6C9,1136,200,,1.15
TST_313,2025-11-06T03:55:57.509Z,prod-api,samsung smart fridge (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,1137,200,,1.15
TST_314,2025-11-06T03:56:01.880Z,prod-api,smart fridge (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,1008,200,,1.02
TST_315,2025-11-06T03:56:06.217Z,prod-api,lg smart fridge (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,661,200,,0.68
TST_316,2025-11-06T03:56:11.126Z,prod-api,samsung smart fridges (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,1074,200,,1.09
TST_317,2025-11-06T03:56:15.764Z,prod-api,smart fridge with screen (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,913,200,,0.93
TST_318,2025-11-06T03:56:19.833Z,prod-api,smart fridges (Smart Refrigerator),PASS,10000.00%,10/10,#C8E6C9,652,200,,0.66
TST_319,2025-11-06T03:56:23.859Z,prod-api,dishwasher (Dishwasher),PASS,10000.00%,100/100,#C8E6C9,554,200,,0.59
TST_320,2025-11-06T03:56:27.718Z,prod-api,bosch dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,602,200,,0.62
TST_321,2025-11-06T03:56:32.148Z,prod-api,portable dishwasher (Dishwasher),PASS,10000.00%,6/6,#C8E6C9,994,200,,1.01
TST_322,2025-11-06T03:56:35.928Z,prod-api,kitchenaid dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1106,200,,1.12
TST_323,2025-11-06T03:56:41.024Z,prod-api,whirlpool dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1466,200,,1.48
TST_324,2025-11-06T03:56:45.476Z,prod-api,frigidaire dishwasher (Dishwasher),PASS,10000.00%,1/1,#C8E6C9,734,200,,0.75
TST_325,2025-11-06T03:56:50.653Z,prod-api,ge dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,834,200,,0.85
TST_326,2025-11-06T03:56:54.831Z,prod-api,dishwashers (Dishwasher),PASS,10000.00%,100/100,#C8E6C9,184,200,,0.21
TST_327,2025-11-06T03:57:00.155Z,prod-api,miele dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,917,200,,0.93
TST_328,2025-11-06T03:57:04.849Z,prod-api,samsung dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,799,200,,0.81
TST_329,2025-11-06T03:57:09.552Z,prod-api,countertop dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,705,200,,0.72
TST_330,2025-11-06T03:57:13.842Z,prod-api,lg dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,830,200,,0.84
TST_331,2025-11-06T03:57:18.714Z,prod-api,bosch 800 series dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,821,200,,0.84
TST_332,2025-11-06T03:57:23.265Z,prod-api,dishwasher sale (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,831,200,,0.84
TST_333,2025-11-06T03:57:28.783Z,prod-api,maytag dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1609,200,,1.62
TST_334,2025-11-06T03:57:33.630Z,prod-api,bosch dishwashers (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,992,200,,1.01
TST_335,2025-11-06T03:57:38.627Z,prod-api,dishwashers on sale (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,902,200,,0.92
TST_336,2025-11-06T03:57:43.734Z,prod-api,asko dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,862,200,,0.88
TST_337,2025-11-06T03:57:48.795Z,prod-api,bosch 300 series dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,891,200,,0.91
TST_338,2025-11-06T03:57:53.446Z,prod-api,ge profile dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,735,200,,0.74
TST_339,2025-11-06T03:57:58.243Z,prod-api,kitchen aid dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,681,200,,0.69
