Test ID,Timestamp,Environment,Keyword,Status,Pass Percentage (%),Matched/Total,Status Color,Response Time (ms),HTTP Status Code,Error Message,Test Duration (s)
TST_705,2025-11-06T04:39:50.290Z,prod-api,top load washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1225,200,,1.24
TST_706,2025-11-06T04:39:59.278Z,prod-api,front load washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1112,200,,1.13
TST_707,2025-11-06T04:40:08.289Z,prod-api,lg top load washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1026,200,,1.04
TST_708,2025-11-06T04:40:17.239Z,prod-api,top load washing machines (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1294,200,,1.31
TST_709,2025-11-06T04:40:26.107Z,prod-api,washing machine drain hose (Washer Dryer),REVIEW,N/A,0/0,#FFE0B2,1008,200,No results returned; requires manual review.,1.02
TST_710,2025-11-06T04:40:35.038Z,prod-api,bosch washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1024,200,,1.04
TST_711,2025-11-06T04:40:44.902Z,prod-api,general electric washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1696,200,,1.71
TST_712,2025-11-06T04:40:53.951Z,prod-api,portable washer machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1015,200,,1.03
TST_713,2025-11-06T04:41:02.995Z,prod-api,samsung front load washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1036,200,,1.05
TST_714,2025-11-06T04:41:12.491Z,prod-api,small washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,987,200,,1
TST_715,2025-11-06T04:41:21.261Z,prod-api,wash machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1010,200,,1.02
TST_716,2025-11-06T04:41:29.889Z,prod-api,washing machine and dryer set (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,822,200,,0.84
TST_717,2025-11-06T04:41:39.056Z,prod-api,washing machine hose (Washer Dryer),REVIEW,N/A,0/0,#FFE0B2,837,200,No results returned; requires manual review.,0.84
TST_718,2025-11-06T04:41:48.200Z,prod-api,washing machine sale (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,872,200,,0.88
TST_719,2025-11-06T04:41:56.568Z,prod-api,commercial washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,989,200,,1
TST_720,2025-11-06T04:42:05.970Z,prod-api,dryer and washing machine (Washer Dryer),PASS,10000.00%,5/5,#C8E6C9,1155,200,,1.17
TST_721,2025-11-06T04:42:15.300Z,prod-api,lg washing machines (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,886,200,,0.9
TST_722,2025-11-06T04:42:25.397Z,prod-api,maytag washing machine parts (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1329,200,,1.35
TST_723,2025-11-06T04:42:35.165Z,prod-api,miele washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1320,200,,1.33
TST_724,2025-11-06T04:42:44.229Z,prod-api,portable washing machines (Washer Dryer),FAIL,9000.00%,9/10,#FFCDD2,1016,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Bosch 800 Series Induction Slide-in Range 30'' Stainless Steel with Warming Drawer, Self-Clean, Touch Control""}",1.03
TST_725,2025-11-06T04:42:53.625Z,prod-api,washing machine and dryer (Washer Dryer),PASS,10000.00%,5/5,#C8E6C9,1103,200,,1.13
TST_726,2025-11-06T04:43:01.058Z,prod-api,washing machine and dryer in one (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,784,200,,0.81
TST_727,2025-11-06T04:43:08.607Z,prod-api,washing machine hoses (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,993,200,,1.01
TST_728,2025-11-06T04:43:15.964Z,prod-api,washing machine parts (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1134,200,,1.15
TST_729,2025-11-06T04:43:23.586Z,prod-api,washing machine top load (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1590,200,,1.6
TST_730,2025-11-06T04:43:32.196Z,prod-api,whirlpool washing machines (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,879,200,,0.89
TST_731,2025-11-06T04:43:40.267Z,prod-api,amana washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,991,200,,1.01
TST_732,2025-11-06T04:43:48.279Z,prod-api,electrolux washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,952,200,,0.97
TST_733,2025-11-06T04:43:57.693Z,prod-api,ge profile washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1227,200,,1.25
TST_734,2025-11-06T04:44:07.487Z,prod-api,ge washer machine (Washer Dryer),PASS,10000.00%,1/1,#C8E6C9,1223,200,,1.24
TST_735,2025-11-06T04:44:17.530Z,prod-api,lg front load washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1055,200,,1.07
TST_736,2025-11-06T04:44:27.076Z,prod-api,lg inverter direct drive washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1145,200,,1.16
TST_737,2025-11-06T04:44:33.642Z,prod-api,lg thinq washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1218,200,,1.24
TST_738,2025-11-06T04:44:39.936Z,prod-api,lg washing machine parts (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1044,200,,1.06
TST_739,2025-11-06T04:44:49.965Z,prod-api,maytag washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1902,200,,1.92
TST_740,2025-11-06T04:44:59.673Z,prod-api,mini washing machine and dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,949,200,,0.96
TST_741,2025-11-06T04:45:08.982Z,prod-api,samsung washer machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,613,200,,0.63
TST_742,2025-11-06T04:45:18.839Z,prod-api,top loading washing machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1271,200,,1.29
TST_743,2025-11-06T04:45:29.078Z,prod-api,top loading washing machines (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1272,200,,1.28
TST_744,2025-11-06T04:45:38.059Z,prod-api,dryer (Washer Dryer),PASS,10000.00%,100/100,#C8E6C9,468,200,,0.49
TST_745,2025-11-06T04:45:47.493Z,prod-api,dryer vent (Washer Dryer),REVIEW,N/A,0/0,#FFE0B2,716,200,No results returned; requires manual review.,0.73
TST_746,2025-11-06T04:45:57.172Z,prod-api,electric dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,867,200,,0.88
TST_747,2025-11-06T04:46:06.972Z,prod-api,gas dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,908,200,,0.92
TST_748,2025-11-06T04:46:16.386Z,prod-api,samsung dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,779,200,,0.79
TST_749,2025-11-06T04:46:25.950Z,prod-api,whirlpool dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1151,200,,1.17
TST_750,2025-11-06T04:46:35.173Z,prod-api,dryer and washer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,914,200,,0.93
TST_751,2025-11-06T04:46:43.885Z,prod-api,dryers (Washer Dryer),PASS,10000.00%,100/100,#C8E6C9,445,200,,0.47
TST_752,2025-11-06T04:46:51.578Z,prod-api,lg dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,978,200,,0.99
TST_753,2025-11-06T04:47:01.134Z,prod-api,maytag dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1153,200,,1.16
TST_754,2025-11-06T04:47:11.073Z,prod-api,washer dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1737,200,,1.75
TST_755,2025-11-06T04:47:21.149Z,prod-api,washer dryer in one (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,984,200,,1
TST_756,2025-11-06T04:47:31.466Z,prod-api,electrolux washer and dryer (Washer Dryer),REVIEW,N/A,0/0,#FFE0B2,1081,200,No results returned; requires manual review.,1.09
TST_757,2025-11-06T04:47:41.102Z,prod-api,lg washer and dryer combo (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,997,200,,1.01
TST_758,2025-11-06T04:47:51.605Z,prod-api,lg washer with dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1288,200,,1.3
TST_759,2025-11-06T04:48:01.334Z,prod-api,samsung washer dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,692,200,,0.7
TST_760,2025-11-06T04:48:11.426Z,prod-api,speed queen dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1247,200,,1.26
TST_761,2025-11-06T04:48:21.091Z,prod-api,stacked washer dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1002,200,,1.02
TST_762,2025-11-06T04:48:31.027Z,prod-api,ventless dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1157,200,,1.17
TST_763,2025-11-06T04:48:41.129Z,prod-api,washer and dryer combo (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1584,200,,1.6
TST_764,2025-11-06T04:48:50.910Z,prod-api,washer and dryer sale (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,883,200,,0.9
TST_765,2025-11-06T04:49:02.093Z,prod-api,whirlpool washer and dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,2058,200,,2.07
TST_766,2025-11-06T04:49:11.370Z,prod-api,clothes dryer (Washer Dryer),PASS,10000.00%,3/3,#C8E6C9,784,200,,0.8
TST_767,2025-11-06T04:49:20.512Z,prod-api,ge dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,878,200,,0.89
TST_768,2025-11-06T04:49:35.102Z,prod-api,lg stackable washer and dryer (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,5648,200,,5.66
TST_769,2025-11-06T04:49:43.516Z,prod-api,washer and a dryer in one (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,750,200,,0.77
TST_770,2025-11-06T04:49:53.589Z,prod-api,washer and dryer stackable (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1489,200,,1.5
TST_771,2025-11-06T04:50:02.689Z,prod-api,washers and dryers (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,647,200,,0.66
TST_772,2025-11-06T04:50:11.794Z,prod-api,dryer gas (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,923,200,,0.93
TST_773,2025-11-06T04:50:21.239Z,prod-api,dryers electric (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,1264,200,,1.28
TST_774,2025-11-06T04:50:30.361Z,prod-api,electric dryers (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,574,200,,0.59
TST_775,2025-11-06T04:50:39.838Z,prod-api,laundry (Washer Dryer),PASS,10000.00%,100/100,#C8E6C9,389,200,,0.41
TST_776,2025-11-06T04:50:49.231Z,prod-api,coin laundry (Washer Dryer),PASS,10000.00%,6/6,#C8E6C9,1027,200,,1.04
TST_777,2025-11-06T04:50:59.033Z,prod-api,laundry machine (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,990,200,,0.99
TST_778,2025-11-06T04:51:08.810Z,prod-api,laundry pedestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,847,200,,0.86
TST_779,2025-11-06T04:51:17.188Z,prod-api,samsung laundry pedestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,862,200,,0.88
TST_780,2025-11-06T04:51:25.562Z,prod-api,lg laundry pedestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,812,200,,0.82
TST_781,2025-11-06T04:51:35.837Z,prod-api,ge laundry medestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,759,200,,0.77
TST_782,2025-11-06T04:51:45.396Z,prod-api,laundry machine pedestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,718,200,,0.73
TST_783,2025-11-06T04:51:55.065Z,prod-api,washer dryer pedestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,847,200,,0.86
TST_784,2025-11-06T04:52:04.968Z,prod-api,dryer pedestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,621,200,,0.64
TST_785,2025-11-06T04:52:15.119Z,prod-api,washer and dryer pedestal (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,971,200,,0.98
TST_786,2025-11-06T04:52:24.859Z,prod-api,washer and dryer with pedestals (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,997,200,,1.01
TST_787,2025-11-06T04:52:34.644Z,prod-api,washer dryer pedestals (Washer Dryer),PASS,10000.00%,10/10,#C8E6C9,879,200,,0.9
